gene,sample,expression,time
Ppp1r12c,GSM2545337,2710,0
Syne4,GSM2545337,232,0
Arrdc2,GSM2545337,455,0
Usp28,GSM2545337,2588,0
Slfn4,GSM2545337,4,0
Pomt2,GSM2545337,1191,0
Gm10432,GSM2545337,99,0
Cngb1,GSM2545337,27,0
Dot1l,GSM2545337,5319,0
Gmnn,GSM2545337,96,0
Ccdc160,GSM2545337,38,0
Ptpn5,GSM2545337,638,0
Mal2,GSM2545337,309,0
Arap3,GSM2545337,224,0
Mib2,GSM2545337,2091,0
Itgb1bp2,GSM2545337,44,0
Stk32b,GSM2545337,35,0
Dgkb,GSM2545337,1322,0
Pcgf6,GSM2545337,1076,0
Serinc2,GSM2545337,661,0
Arhgef37,GSM2545337,708,0
Ltf,GSM2545337,25,0
Timp2,GSM2545337,2991,0
Snora41,GSM2545337,14,0
F3,GSM2545337,1800,0
Tgfbi,GSM2545337,191,0
Rab44,GSM2545337,3,0
Lclat1,GSM2545337,1015,0
Arid5b,GSM2545337,2166,0
Col25a1,GSM2545337,259,0
Inpp5b,GSM2545337,2265,0
Dhfr,GSM2545337,345,0
Phkg2,GSM2545337,1601,0
Bcl11a,GSM2545337,508,0
Nr2f1,GSM2545337,1334,0
Trhr,GSM2545337,39,0
Msc,GSM2545337,13,0
Mndal,GSM2545337,196,0
Pou3f2,GSM2545337,669,0
Gm9962,GSM2545337,8,0
Atg16l2,GSM2545337,806,0
Gm16425,GSM2545337,10,0
Ap1m1,GSM2545337,1506,0
Trpv3,GSM2545337,18,0
Inpp5k,GSM2545337,2014,0
D11Wsu47e,GSM2545337,216,0
Fkbp1b,GSM2545337,251,0
Syvn1,GSM2545337,1884,0
Aldh3a2,GSM2545337,2564,0
Dtd2,GSM2545337,241,0
Pcdh19,GSM2545337,337,0
Gm5526,GSM2545337,12,0
Nsun5,GSM2545337,444,0
Hrh2,GSM2545337,220,0
Lmbr1l,GSM2545337,529,0
Pkn1,GSM2545337,1034,0
Nptx2,GSM2545337,63,0
Ctxn1,GSM2545337,170,0
Rp1,GSM2545337,2,0
Gm7357,GSM2545337,0,0
Mrpl15,GSM2545337,1019,0
Lypla1,GSM2545337,2063,0
Tcea1,GSM2545337,3259,0
Gm6104,GSM2545337,1,0
Atp6v1h,GSM2545337,4276,0
Oprk1,GSM2545337,52,0
Npbwr1,GSM2545337,6,0
Rb1cc1,GSM2545337,6888,0
Gm2147,GSM2545337,1,0
Gm26901,GSM2545337,3,0
Sntg1,GSM2545337,435,0
Gm6187,GSM2545337,2,0
Rrs1,GSM2545337,600,0
Mcmdc2,GSM2545337,20,0
Snhg6,GSM2545337,254,0
Snord87,GSM2545337,1,0
Tcf24,GSM2545337,6,0
Ppp1r42,GSM2545337,17,0
Arfgef1,GSM2545337,6363,0
Cpa6,GSM2545337,1,0
Ncoa2,GSM2545337,5053,0
Tram1,GSM2545337,1589,0
Gm5523,GSM2545337,1,0
Eya1,GSM2545337,314,0
Smt3h2-ps4,GSM2545337,2,0
Trpa1,GSM2545337,2,0
Gm10566,GSM2545337,1,0
Terf1,GSM2545337,692,0
Rdh10,GSM2545337,942,0
Stau2,GSM2545337,3216,0
Ly96,GSM2545337,32,0
Jph1,GSM2545337,1500,0
Gdap1,GSM2545337,5681,0
Rbm6-ps1,GSM2545337,7,0
Pi15,GSM2545337,36,0
Gm28154,GSM2545337,10,0
Gm16070,GSM2545337,5,0
Gm15825,GSM2545337,1,0
Tfap2d,GSM2545337,201,0
Tfap2b,GSM2545337,2113,0
Pkhd1,GSM2545337,7,0
Mir133b,GSM2545337,4,0
Il17f,GSM2545337,4,0
Paqr8,GSM2545337,18857,0
Tram2,GSM2545337,15,0
Gm7658,GSM2545337,7,0
Gm7761,GSM2545337,8,0
Mir30c-2,GSM2545337,10,0
Ogfrl1,GSM2545337,9589,0
Smap1,GSM2545337,2942,0
Fam135a,GSM2545337,3183,0
Col19a1,GSM2545337,1267,0
Lmbrd1,GSM2545337,9209,0
Gm20172,GSM2545337,1,0
Gm29214,GSM2545337,9,0
Gm7846,GSM2545337,12,0
Gm5525,GSM2545337,17,0
Phf3,GSM2545337,5231,0
Khdrbs2,GSM2545337,261,0
Gm5415,GSM2545337,0,0
Zfp451,GSM2545337,1404,0
Gm15455,GSM2545337,2,0
Bend6,GSM2545337,8214,0
Ptpn18,GSM2545337,32,0
Cfc1,GSM2545337,2,0
Amer3,GSM2545337,1863,0
Fam168b,GSM2545337,11594,0
Gm33222,GSM2545337,6,0
Kansl3,GSM2545337,3475,0
Fer1l5,GSM2545337,4,0
Cnnm4,GSM2545337,1100,0
Sema4c,GSM2545337,959,0
Cox5b,GSM2545337,5044,0
Zap70,GSM2545337,10,0
Tmem131,GSM2545337,3470,0
Cnga3,GSM2545337,0,0
Unc50,GSM2545337,1251,0
Lipt1,GSM2545337,81,0
Mrpl30,GSM2545337,981,0
Lyg2,GSM2545337,16,0
Txndc9,GSM2545337,1805,0
Eif5b,GSM2545337,4691,0
Gm16150,GSM2545337,13,0
Gm16152,GSM2545337,1,0
Pdcl3,GSM2545337,976,0
Rpl31,GSM2545337,2392,0
Tbc1d8,GSM2545337,1632,0
Cnot11,GSM2545337,1245,0
Snord89,GSM2545337,14,0
Rnf149,GSM2545337,1039,0
Rfx8,GSM2545337,7,0
Gm16894,GSM2545337,29,0
Il1rl2,GSM2545337,15,0
Il1rl1,GSM2545337,6,0
Il18r1,GSM2545337,1,0
Slc9a4,GSM2545337,8,0
Mfsd9,GSM2545337,136,0
Tmem182,GSM2545337,6,0
Gm28175,GSM2545337,12,0
Pantr1,GSM2545337,222,0
Pou3f3,GSM2545337,1325,0
Pantr2,GSM2545337,37,0
Mrps9,GSM2545337,1124,0
Gpr45,GSM2545337,71,0
Tgfbrap1,GSM2545337,2403,0
Fhl2,GSM2545337,83,0
Nck2,GSM2545337,683,0
Uxs1,GSM2545337,1362,0
Gm16103,GSM2545337,0,0
Tpp2,GSM2545337,2961,0
Tex30,GSM2545337,230,0
Bivm,GSM2545337,1063,0
Gulp1,GSM2545337,233,0
Wdr75,GSM2545337,1199,0
Dnah7b,GSM2545337,816,0
Gm4852,GSM2545337,3,0
Gm8337,GSM2545337,24,0
Nabp1,GSM2545337,406,0
Gm17767,GSM2545337,1,0
Myo1b,GSM2545337,887,0
Stat4,GSM2545337,6,0
Stat1,GSM2545337,1398,0
Gls,GSM2545337,13731,0
Rps27a-ps1,GSM2545337,3,0
Gm28178,GSM2545337,0,0
Inpp1,GSM2545337,3548,0
Mstn,GSM2545337,19,0
Asnsd1,GSM2545337,706,0
Gtf3c3,GSM2545337,1156,0
Pgap1,GSM2545337,2378,0
Gm19637,GSM2545337,0,0
Ankrd44,GSM2545337,740,0
Sf3b1,GSM2545337,17069,0
Gm6822,GSM2545337,15,0
Boll,GSM2545337,6,0
Gm8292,GSM2545337,12,0
Plcl1,GSM2545337,1336,0
Gm6644,GSM2545337,1,0
Satb2,GSM2545337,25,0
BC055402,GSM2545337,3,0
Tyw5,GSM2545337,463,0
Spats2l,GSM2545337,356,0
Aox4,GSM2545337,5,0
Aox2,GSM2545337,2,0
Bzw1,GSM2545337,8692,0
Clk1,GSM2545337,8250,0
Ppil3,GSM2545337,339,0
Nif3l1,GSM2545337,675,0
Cflar,GSM2545337,1261,0
Casp8,GSM2545337,77,0
Stradb,GSM2545337,1017,0
Tmem237,GSM2545337,878,0
Cdk15,GSM2545337,8,0
Fzd7,GSM2545337,2093,0
Sumo1,GSM2545337,2936,0
Fam117b,GSM2545337,4084,0
Wdr12,GSM2545337,1022,0
Nbeal1,GSM2545337,2230,0
Abi2,GSM2545337,4383,0
Cd28,GSM2545337,55,0
Gm11581,GSM2545337,1,0
Icos,GSM2545337,0,0
Nrp2,GSM2545337,425,0
Gm4208,GSM2545337,2,0
Ndufs1,GSM2545337,7042,0
Eef1b2,GSM2545337,3439,0
Gpr1,GSM2545337,4,0
Gm11605,GSM2545337,2,0
Adam23,GSM2545337,7059,0
Dytn,GSM2545337,1,0
Mdh1b,GSM2545337,22,0
Gm13748,GSM2545337,5,0
Ccnyl1,GSM2545337,468,0
Plekhm3,GSM2545337,1832,0
Rpl10a-ps1,GSM2545337,16,0
Cryga,GSM2545337,0,0
Pikfyve,GSM2545337,2930,0
Map2,GSM2545337,27738,0
Unc80,GSM2545337,20055,0
Kansl1l,GSM2545337,1505,0
Acadl,GSM2545337,1926,0
Gm15793,GSM2545337,1,0
Spag16,GSM2545337,121,0
Bard1,GSM2545337,24,0
Abca12,GSM2545337,8,0
Atic,GSM2545337,869,0
Fn1,GSM2545337,3171,0
Gm5256,GSM2545337,1,0
Tmem169,GSM2545337,669,0
Xrcc5,GSM2545337,668,0
Smarcal1,GSM2545337,2711,0
Igfbp2,GSM2545337,1290,0
Gm29183,GSM2545337,2,0
Rufy4,GSM2545337,2,0
Cxcr2,GSM2545337,3,0
Arpc2,GSM2545337,3783,0
Aamp,GSM2545337,4049,0
Tmbim1,GSM2545337,1571,0
Catip,GSM2545337,56,0
Zfp142,GSM2545337,1683,0
Rnf25,GSM2545337,1154,0
Ttll4,GSM2545337,1843,0
Prkag3,GSM2545337,17,0
Gm29539,GSM2545337,0,0
Wnt10a,GSM2545337,6,0
Ihh,GSM2545337,4,0
Slc23a3,GSM2545337,2,0
Zfand2b,GSM2545337,335,0
Ankzf1,GSM2545337,918,0
Glb1l,GSM2545337,317,0
Ptprn,GSM2545337,3655,0
Des,GSM2545337,45,0
Asic4,GSM2545337,77,0
Chpf,GSM2545337,1846,0
Obsl1,GSM2545337,656,0
Stk11ip,GSM2545337,888,0
Slc4a3,GSM2545337,3028,0
Epha4,GSM2545337,986,0
Pax3,GSM2545337,308,0
Mogat1,GSM2545337,10,0
Kcne4,GSM2545337,42,0
Gm5830,GSM2545337,19,0
Scg2,GSM2545337,6945,0
Mrpl44,GSM2545337,736,0
Gm5529,GSM2545337,10,0
Fam124b,GSM2545337,3,0
Cul3,GSM2545337,8215,0
Nyap2,GSM2545337,1261,0
Rhbdd1,GSM2545337,520,0
Col4a4,GSM2545337,62,0
Col4a3,GSM2545337,74,0
Mff,GSM2545337,6700,0
Daw1,GSM2545337,39,0
Trip12,GSM2545337,7951,0
Fbxo36,GSM2545337,95,0
Slc16a14,GSM2545337,250,0
Gm15433,GSM2545337,1,0
Rpl19-ps1,GSM2545337,1,0
Sp110,GSM2545337,31,0
Sp140,GSM2545337,27,0
Sp100,GSM2545337,114,0
Cab39,GSM2545337,8292,0
Gpr55,GSM2545337,6,0
Spata3,GSM2545337,15,0
Htr2b,GSM2545337,2,0
Armc9,GSM2545337,633,0
B3gnt7,GSM2545337,21,0
Snora75,GSM2545337,11,0
Nmur1,GSM2545337,31,0
Dis3l2,GSM2545337,764,0
Gm6136,GSM2545337,19,0
Ecel1,GSM2545337,32,0
Prss56,GSM2545337,0,0
Kcnj13,GSM2545337,491,0
Inpp5d,GSM2545337,168,0
Scarna6,GSM2545337,1,0
Sag,GSM2545337,7,0
Dgkd,GSM2545337,10155,0
Gm19582,GSM2545337,56,0
Usp40,GSM2545337,1206,0
Ugt1a7c,GSM2545337,7,0
Dnajb3,GSM2545337,26,0
Mroh2a,GSM2545337,13,0
Spp2,GSM2545337,4,0
Gm29538,GSM2545337,10,0
Glrp1,GSM2545337,0,0
Sh3bp4,GSM2545337,427,0
Gbx2,GSM2545337,2,0
Iqca,GSM2545337,32,0
Ackr3,GSM2545337,245,0
Col6a3,GSM2545337,90,0
Rab17,GSM2545337,0,0
Ube2f,GSM2545337,1317,0
Klhl30,GSM2545337,5,0
Twist2,GSM2545337,3,0
Hdac4,GSM2545337,1761,0
Ndufa10,GSM2545337,4218,0
Mir149,GSM2545337,1,0
Ankmy1,GSM2545337,10,0
Rnpepl1,GSM2545337,930,0
Capn10,GSM2545337,990,0
Gpr35,GSM2545337,44,0
Pask,GSM2545337,201,0
Hdlbp,GSM2545337,8268,0
Farp2,GSM2545337,328,0
Stk25,GSM2545337,4773,0
Thap4,GSM2545337,466,0
D2hgdh,GSM2545337,383,0
Pdcd1,GSM2545337,0,0
Gm7895,GSM2545337,16,0
Fam174a,GSM2545337,1403,0
Slco4c1,GSM2545337,18,0
Panct2,GSM2545337,17,0
Gm6430,GSM2545337,7,0
Gin1,GSM2545337,337,0
Pam,GSM2545337,1795,0
Cntnap5b,GSM2545337,1222,0
Cdh20,GSM2545337,953,0
Pign,GSM2545337,860,0
Gm10193,GSM2545337,0,0
Tnfrsf11a,GSM2545337,63,0
Gm7160,GSM2545337,19,0
Gm20753,GSM2545337,5,0
Bcl2,GSM2545337,726,0
Vps4b,GSM2545337,2181,0
Serpinb5,GSM2545337,4,0
Serpinb10,GSM2545337,2,0
Gm8141,GSM2545337,8,0
Cdh7,GSM2545337,2245,0
Cdh19,GSM2545337,708,0
Gm8173,GSM2545337,1,0
Dsel,GSM2545337,368,0
Gm6028,GSM2545337,3,0
Nifk,GSM2545337,925,0
Clasp1,GSM2545337,3358,0
Inhbb,GSM2545337,251,0
Gm3551,GSM2545337,1,0
Gm28209,GSM2545337,3,0
Cfap221,GSM2545337,10,0
Sctr,GSM2545337,5,0
Tmem37,GSM2545337,18,0
En1,GSM2545337,225,0
Insig2,GSM2545337,2170,0
Ccdc93,GSM2545337,1483,0
Htr5b,GSM2545337,11,0
Ddx18,GSM2545337,779,0
Actr3,GSM2545337,5866,0
Slc35f5,GSM2545337,638,0
Gpr39,GSM2545337,0,0
Mgat5,GSM2545337,3799,0
Gm8451,GSM2545337,21,0
Tmem163,GSM2545337,2057,0
Acmsd,GSM2545337,1,0
Zranb3,GSM2545337,179,0
Gm28800,GSM2545337,1,0
Rpl28-ps1,GSM2545337,20,0
Mir128-1,GSM2545337,4,0
Lct,GSM2545337,19,0
Gm6170,GSM2545337,27,0
Thsd7b,GSM2545337,37,0
Gm29428,GSM2545337,3,0
Cd55,GSM2545337,238,0
Gm16083,GSM2545337,19,0
C4bp-ps1,GSM2545337,12,0
Yod1,GSM2545337,666,0
Fcamr,GSM2545337,4,0
Dyrk3,GSM2545337,121,0
Ikbke,GSM2545337,48,0
Srgap2,GSM2545337,8408,0
Slc26a9,GSM2545337,3,0
Pm20d1,GSM2545337,219,0
Rab29,GSM2545337,192,0
Cdk18,GSM2545337,516,0
Gm29695,GSM2545337,158,0
Lemd1,GSM2545337,15,0
Gm7241,GSM2545337,0,0
Klhdc8a,GSM2545337,561,0
Lrrn2,GSM2545337,2671,0
Gm29257,GSM2545337,3,0
Gm28609,GSM2545337,8,0
Plekha6,GSM2545337,4187,0
Ren1,GSM2545337,1,0
Sox13,GSM2545337,287,0
Zbed6,GSM2545337,2960,0
Lax1,GSM2545337,2,0
Optc,GSM2545337,28,0
Prelp,GSM2545337,979,0
Gm8618,GSM2545337,0,0
Mybph,GSM2545337,9,0
Myog,GSM2545337,2,0
Ppfia4,GSM2545337,9294,0
Tmem183a,GSM2545337,2685,0
Kdm5b,GSM2545337,2437,0
Ppp1r12b,GSM2545337,3407,0
Ube2t,GSM2545337,69,0
Ptprv,GSM2545337,3,0
Timm17a,GSM2545337,1527,0
Csrp1,GSM2545337,8957,0
Tnni1,GSM2545337,106,0
Lad1,GSM2545337,18,0
Pkp1,GSM2545337,4,0
Ascl5,GSM2545337,1,0
Cacna1s,GSM2545337,33,0
Gm15850,GSM2545337,1,0
Kif21b,GSM2545337,1339,0
Camsap2,GSM2545337,8896,0
Kif14,GSM2545337,9,0
Gm29485,GSM2545337,1,0
Gm19705,GSM2545337,17,0
Mif-ps1,GSM2545337,2,0
Nr5a2,GSM2545337,2,0
Ptprc,GSM2545337,84,0
Lhx9,GSM2545337,282,0
Dennd1b,GSM2545337,1011,0
Crb1,GSM2545337,19,0
Zbtb41,GSM2545337,1967,0
Cfhr2,GSM2545337,0,0
Gm5837,GSM2545337,3,0
Kcnt2,GSM2545337,64,0
Gm5835,GSM2545337,20,0
Cdc73,GSM2545337,1070,0
B3galt2,GSM2545337,1062,0
Glrx2,GSM2545337,1811,0
Rgs1,GSM2545337,1,0
Gm7266,GSM2545337,5,0
Rgs18,GSM2545337,0,0
Brinp3,GSM2545337,820,0
Ptgs2os,GSM2545337,1,0
Ptgs2,GSM2545337,58,0
Tpr,GSM2545337,7141,0
Swt1,GSM2545337,823,0
Mir7682,GSM2545337,2,0
Rnf2,GSM2545337,1535,0
Gm36527,GSM2545337,1,0
Edem3,GSM2545337,3989,0
Tsen15,GSM2545337,460,0
Colgalt2,GSM2545337,142,0
Rgl1,GSM2545337,1165,0
Arpc5,GSM2545337,2209,0
Ncf2,GSM2545337,76,0
Nmnat2,GSM2545337,8140,0
Lamc2,GSM2545337,90,0
Dhx9,GSM2545337,6504,0
Rgs16,GSM2545337,554,0
Rgsl1,GSM2545337,19,0
Zfp648,GSM2545337,4,0
Gm9530,GSM2545337,17,0
Stx6,GSM2545337,1604,0
Xpr1,GSM2545337,4266,0
Gm5532,GSM2545337,4,0
Acbd6,GSM2545337,766,0
Lhx4,GSM2545337,0,0
Cep350,GSM2545337,4190,0
Fam163a,GSM2545337,54,0
Tdrd5,GSM2545337,59,0
Nphs2,GSM2545337,10,0
Gm2000,GSM2545337,12,0
Soat1,GSM2545337,739,0
Abl2,GSM2545337,2133,0
Fam20b,GSM2545337,3016,0
Ralgps2,GSM2545337,2174,0
Angptl1,GSM2545337,14,0
Rasal2,GSM2545337,2590,0
Brinp2,GSM2545337,1104,0
Gm4953,GSM2545337,3,0
Gm31256,GSM2545337,2,0
Rabgap1l,GSM2545337,6648,0
Gm6177,GSM2545337,1,0
Rc3h1,GSM2545337,3833,0
Serpinc1,GSM2545337,6,0
Snord47,GSM2545337,14,0
Dars2,GSM2545337,682,0
Cenpl,GSM2545337,97,0
Fasl,GSM2545337,4,0
Dnm3,GSM2545337,11154,0
Dnm3os,GSM2545337,5,0
Prrc2c,GSM2545337,8302,0
Fmo2,GSM2545337,325,0
Mettl11b,GSM2545337,3,0
BC055324,GSM2545337,114,0
Sele,GSM2545337,3,0
Selp,GSM2545337,0,0
F5,GSM2545337,660,0
Nme7,GSM2545337,395,0
Atp1b1,GSM2545337,53260,0
Gm26685,GSM2545337,1,0
Dpt,GSM2545337,6,0
Gm20743,GSM2545337,191,0
Sft2d2,GSM2545337,1184,0
Tiprl,GSM2545337,1707,0
Rcsd1,GSM2545337,210,0
Gm32999,GSM2545337,4,0
Dusp27,GSM2545337,9,0
Mael,GSM2545337,3,0
Gm16418,GSM2545337,5,0
Gm16701,GSM2545337,132,0
Aldh9a1,GSM2545337,1459,0
Mgst3,GSM2545337,1557,0
Lrrc52,GSM2545337,5,0
Rxrg,GSM2545337,26,0
Lmx1a,GSM2545337,57,0
Pbx1,GSM2545337,3832,0
Asl,GSM2545338,400,0
Apod,GSM2545338,9173,0
Cyp2d22,GSM2545338,1603,0
Klk6,GSM2545338,641,0
Fcrls,GSM2545338,244,0
Slc2a4,GSM2545338,248,0
Exd2,GSM2545338,2235,0
Gjc2,GSM2545338,568,0
Plp1,GSM2545338,96534,0
Gnb4,GSM2545338,1867,0
Tnc,GSM2545338,713,0
Trf,GSM2545338,14314,0
Tubb2b,GSM2545338,3631,0
Fads1,GSM2545338,7153,0
Lxn,GSM2545338,2402,0
Prr18,GSM2545338,2000,0
Cmtm5,GSM2545338,1879,0
Enpp1,GSM2545338,588,0
Clic4,GSM2545338,7192,0
Tm6sf2,GSM2545338,141,0
Slc20a2,GSM2545338,4193,0
Itih3,GSM2545338,2102,0
Ptn,GSM2545338,6888,0
Prodh,GSM2545338,988,0
Msantd1,GSM2545338,191,0
Ugt8a,GSM2545338,4422,0
Fbln5,GSM2545338,330,0
Trp53inp2,GSM2545338,11776,0
Slc7a3,GSM2545338,340,0
Dnase1l2,GSM2545338,441,0
Icosl,GSM2545338,375,0
Rmnd1,GSM2545338,1135,0
Tssk5,GSM2545338,77,0
Pycr1,GSM2545338,50,0
Pla2g3,GSM2545338,124,0
Vmn2r1,GSM2545338,27,0
Gm29797,GSM2545338,99,0
Phyhd1,GSM2545338,735,0
Gpr146,GSM2545338,720,0
Mag,GSM2545338,7223,0
Tufm,GSM2545338,1722,0
Igdcc4,GSM2545338,2612,0
Gm10654,GSM2545338,128,0
Ncmap,GSM2545338,40,0
Etv4,GSM2545338,367,0
Fabp7,GSM2545338,775,0
Cpsf4l,GSM2545338,99,0
Hexa,GSM2545338,1303,0
Mfge8,GSM2545338,1754,0
Ccdc136,GSM2545338,3195,0
Glul,GSM2545338,39315,0
Hopx,GSM2545338,5928,0
Pigq,GSM2545338,3712,0
Vps11,GSM2545338,2222,0
Proca1,GSM2545338,269,0
Fbxl22,GSM2545338,302,0
Sfxn5,GSM2545338,9409,0
Hexim2,GSM2545338,397,0
Agt,GSM2545338,2899,0
Rlbp1,GSM2545338,353,0
Jam2,GSM2545338,3689,0
Lcat,GSM2545338,2092,0
Oxct1,GSM2545338,14546,0
Cacna1e,GSM2545338,10840,0
Fa2h,GSM2545338,1839,0
Plxnb3,GSM2545338,944,0
Lman2l,GSM2545338,1170,0
Dpy19l1,GSM2545338,2170,0
Kctd21,GSM2545338,742,0
Thra,GSM2545338,8382,0
Dok3,GSM2545338,137,0
Sult1a1,GSM2545338,465,0
Rpe,GSM2545338,1184,0
Acrbp,GSM2545338,360,0
Slc2a9,GSM2545338,43,0
Emp2,GSM2545338,1271,0
Aipl1,GSM2545338,9,0
Uri1,GSM2545338,1750,0
Bcs1l,GSM2545338,399,0
Rbm3,GSM2545338,4475,0
Tra2a,GSM2545338,3981,0
Prex1,GSM2545338,4785,0
Josd2,GSM2545338,1273,0
Tmco3,GSM2545338,1435,0
Srebf1,GSM2545338,1485,0
Acer2,GSM2545338,289,0
Tsga10,GSM2545338,323,0
Cyp3a13,GSM2545338,60,0
Relt,GSM2545338,415,0
Nrep,GSM2545338,35030,0
Slc14a1,GSM2545338,1443,0
Pnpla2,GSM2545338,942,0
Map6d1,GSM2545338,2006,0
Ier5,GSM2545338,585,0
Bfsp2,GSM2545338,156,0
Idi1,GSM2545338,609,0
Kat2b,GSM2545338,4738,0
Rmdn3,GSM2545338,4673,0
Eif4b,GSM2545338,6944,0
Grm4,GSM2545338,12967,0
Pink1,GSM2545338,12523,0
Mettl16,GSM2545338,1058,0
Fam193b,GSM2545338,2455,0
Rtca,GSM2545338,1106,0
Fgfbp1,GSM2545338,52,0
Pigs,GSM2545338,2237,0
Cfp,GSM2545338,715,0
Desi1,GSM2545338,5698,0
Gbp4,GSM2545338,70,0
Nid1,GSM2545338,1395,0
Armcx5,GSM2545338,414,0
Cryab,GSM2545338,3117,0
Prss53,GSM2545338,161,0
Car4,GSM2545338,4987,0
Gm6277,GSM2545338,176,0
Amt,GSM2545338,980,0
Zc3h6,GSM2545338,880,0
Aqp4,GSM2545338,21349,0
Tmem198b,GSM2545338,800,0
Abi3bp,GSM2545338,1028,0
Xpa,GSM2545338,333,0
Aldh6a1,GSM2545338,3223,0
Adam1a,GSM2545338,566,0
Dynlt1a,GSM2545338,499,0
Gatm,GSM2545338,4138,0
H2-Q4,GSM2545338,115,0
Nras,GSM2545338,1745,0
Pla2g4e,GSM2545338,258,0
Lpar1,GSM2545338,2201,0
Il12rb1,GSM2545338,42,0
Enpp6,GSM2545338,804,0
Ermn,GSM2545338,4310,0
Marcksl1,GSM2545338,1355,0
Ubqln4,GSM2545338,2913,0
Glt8d1,GSM2545338,1070,0
Ddx25,GSM2545338,1093,0
Gpr17,GSM2545338,1313,0
Cat,GSM2545338,1950,0
Wwox,GSM2545338,645,0
Phkg1,GSM2545338,632,0
Ppp1r3f,GSM2545338,763,0
Mrpl35,GSM2545338,1058,0
Nudt9,GSM2545338,1138,0
Lypd6,GSM2545338,1251,0
Spice1,GSM2545338,589,0
Tuba8,GSM2545338,1448,0
Spon1,GSM2545338,3306,0
Nfya,GSM2545338,962,0
Sc5d,GSM2545338,4209,0
Aldh18a1,GSM2545338,848,0
Ebp,GSM2545338,1052,0
Srr,GSM2545338,2884,0
Gm14827,GSM2545338,312,0
Gm31135,GSM2545338,92,0
Adam17,GSM2545338,1216,0
Slc39a2,GSM2545338,692,0
Snn,GSM2545338,3797,0
Hnrnpc,GSM2545338,8562,0
Srbd1,GSM2545338,443,0
Ptp4a1,GSM2545338,1509,0
Tppp,GSM2545338,10565,0
Stac3,GSM2545338,140,0
Emid1,GSM2545338,467,0
Cotl1,GSM2545338,2505,0
Ovgp1,GSM2545338,498,0
Ssx2ip,GSM2545338,2563,0
Hsd3b7,GSM2545338,743,0
Kazald1,GSM2545338,102,0
Omd,GSM2545338,146,0
Bcas1,GSM2545338,6585,0
Gm9925,GSM2545338,265,0
Dleu2,GSM2545338,380,0
Chil3,GSM2545338,4,0
Deaf1,GSM2545338,1588,0
Dusp19,GSM2545338,318,0
Gkn3,GSM2545338,120,0
Pllp,GSM2545338,1408,0
Sox2ot,GSM2545338,786,0
Ntf3,GSM2545338,238,0
Lum,GSM2545338,255,0
Gm20751,GSM2545338,64,0
Thnsl2,GSM2545338,93,0
Slc2a4rg-ps,GSM2545338,471,0
Agpat5,GSM2545338,3651,0
Mdk,GSM2545338,768,0
Penk,GSM2545338,2518,0
Cirbp,GSM2545338,1544,0
Aloxe3,GSM2545338,293,0
Nudt5,GSM2545338,547,0
Serpinb1a,GSM2545338,482,0
Mt1,GSM2545338,6659,0
Fgfr3,GSM2545338,3527,0
Myo1d,GSM2545338,598,0
Cd99l2,GSM2545338,2876,0
C2cd2,GSM2545338,814,0
Brsk2,GSM2545338,5265,0
Mrrf,GSM2545338,468,0
Snhg4,GSM2545338,184,0
Hmgcs1,GSM2545338,7207,0
Stk17b,GSM2545338,4902,0
Cyp51,GSM2545338,2665,0
Gria4,GSM2545338,25676,0
Ttyh1,GSM2545338,18248,0
Slc13a1,GSM2545338,152,0
Phf7,GSM2545338,129,0
Get4,GSM2545338,982,0
Gstm1,GSM2545338,6536,0
Fbxo31,GSM2545338,2065,0
Padi2,GSM2545338,1024,0
Gnmt,GSM2545338,114,0
Paip2b,GSM2545338,3211,0
Slc17a9,GSM2545338,11,0
Vopp1,GSM2545338,1555,0
Ogdhl,GSM2545338,3135,0
Dcaf12,GSM2545338,2578,0
Rorc,GSM2545338,775,0
Cp,GSM2545338,1139,0
Jade2,GSM2545338,1573,0
Nbl1,GSM2545338,1859,0
Hsph1,GSM2545338,5632,0
Serf2,GSM2545338,3475,0
Rasgef1a,GSM2545338,3124,0
Prrg1,GSM2545338,570,0
Etnppl,GSM2545338,3567,0
Cyp4f15,GSM2545338,119,0
Ankrd29,GSM2545338,1074,0
Gm27252,GSM2545338,53,0
Kctd2,GSM2545338,2344,0
Iigp1,GSM2545338,52,0
Ak4,GSM2545338,5233,0
Idh2,GSM2545338,945,0
Camkk1,GSM2545338,2031,0
Rftn2,GSM2545338,1159,0
Igtp,GSM2545338,94,0
Bche,GSM2545338,408,0
Marcks,GSM2545338,6339,0
Pabpc4,GSM2545338,732,0
Pmp22,GSM2545338,1378,0
Car14,GSM2545338,650,0
Serpinh1,GSM2545338,1095,0
Ppp1r13b,GSM2545338,2252,0
Tfrc,GSM2545338,5903,0
Smox,GSM2545338,1812,0
Tjap1,GSM2545338,905,0
Msmo1,GSM2545338,2045,0
Slc26a8,GSM2545338,72,0
Eml3,GSM2545338,772,0
Csf2ra,GSM2545338,418,0
Rnf141,GSM2545338,3283,0
Slc25a16,GSM2545338,1114,0
Echdc1,GSM2545338,1493,0
Eid2b,GSM2545338,561,0
Piga,GSM2545338,491,0
Ccdc149,GSM2545338,817,0
Car15,GSM2545338,623,0
Eny2,GSM2545338,2278,0
Mroh1,GSM2545338,3050,0
Pcyox1l,GSM2545338,608,0
Ankrd39,GSM2545338,312,0
Timeless,GSM2545338,235,0
Sparc,GSM2545338,30566,0
